journee,equipe,date,url,aic,points,classement,pred1,pred2,pred3,pred4,pred5,pred6,pred7,pred8,pred9,pred10,pred11,pred12,pred13,pred14,pred15,pred16,pred17,pred18,pred19,pred20,pred21,pred22,pred23,pred24,pred25,pred26,pred27,pred28,pred29,pred30,pred31,pred32,pred33,pred34,pred35,pred36,pred37,pred38
8,Marseille,Sep 27 2015,http://www.lfp.fr/club/olympique-de-marseille,45,8,15,17,18,17,17,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
9,Marseille,Oct 4 2015,http://www.lfp.fr/club/olympique-de-marseille,46,8,16,17,18,17,17,16,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
10,Marseille,Oct 18 2015,http://www.lfp.fr/club/olympique-de-marseille,47,9,16,17,18,17,17,16,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
11,Marseille,Oct 25 2015,http://www.lfp.fr/club/olympique-de-marseille,48,12,14,17,18,17,17,16,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
12,Marseille,Nov 1 2015,http://www.lfp.fr/club/olympique-de-marseille,48,15,12,17,18,17,17,16,15,15,15,15,15,15,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
13,Marseille,Nov 8 2015,http://www.lfp.fr/club/olympique-de-marseille,49,15,13,17,18,17,17,16,15,15,15,15,15,15,15,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
14,Marseille,Nov 22 2015,http://www.lfp.fr/club/olympique-de-marseille,50,18,12,17,18,17,17,16,15,15,15,15,15,15,15,15,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
15,Marseille,Nov 29 2015,http://www.lfp.fr/club/olympique-de-marseille,55,19,11,17,18,17,17,16,15,15,15,15,15,15,15,15,15,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
16,Marseille,Dec 3 2015,http://www.lfp.fr/club/olympique-de-marseille,56,22,8,17,18,17,17,16,15,15,15,15,15,15,15,15,15,15,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
17,Marseille,Dec 6 2015,http://www.lfp.fr/club/olympique-de-marseille,52,23,9,17,18,17,17,16,15,15,15,15,15,15,15,15,15,15,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
18,Marseille,Dec 13 2015,http://www.lfp.fr/club/olympique-de-marseille,53,24,9,17,18,17,17,16,15,15,15,15,15,15,15,15,15,15,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
19,Marseille,Dec 20 2015,http://www.lfp.fr/club/olympique-de-marseille,54,25,10,17,18,17,17,16,15,15,15,15,15,15,15,15,15,15,8,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
20,Marseille,Jan 10 2016,http://www.lfp.fr/club/olympique-de-marseille,56,26,11,17,18,17,17,16,15,15,15,15,15,15,15,15,15,15,7,8,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
21,Marseille,Jan 17 2016,http://www.lfp.fr/club/olympique-de-marseille,58,29,8,17,18,17,17,16,15,15,15,15,15,15,15,15,15,15,8,9,10,11,12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
22,Marseille,Jan 24 2016,http://www.lfp.fr/club/olympique-de-marseille,0,30,8,17,18,17,17,16,15,15,15,15,15,15,15,15,15,15,7,8,10,10,12,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
23,Marseille,Jan 31 2016,http://www.lfp.fr/club/olympique-de-marseille,5,31,10,17,18,17,17,16,15,15,15,15,15,15,15,15,15,15,8,8,10,11,12,8,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
24,Marseille,Feb 4 2016,http://www.lfp.fr/club/olympique-de-marseille,7,34,8,17,18,17,17,16,15,15,15,15,15,15,15,15,15,15,7,8,10,10,12,10,8,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
25,Marseille,Feb 7 2016,http://www.lfp.fr/club/olympique-de-marseille,11,34,10,17,18,17,17,16,15,15,15,15,15,15,15,15,15,15,8,8,10,11,12,8,7,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
26,Marseille,Feb 14 2016,http://www.lfp.fr/club/olympique-de-marseille,12,35,11,17,18,17,17,16,15,15,15,15,15,15,15,15,15,15,7,8,10,10,12,9,7,10,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11
27,Marseille,Feb 21 2016,http://www.lfp.fr/club/olympique-de-marseille,13,36,11,17,18,17,17,16,15,15,15,15,15,15,15,15,15,15,8,8,10,11,12,8,7,11,10,10,12,11,11,11,11,11,11,11,11,11,11,11,11
28,Marseille,Feb 28 2016,http://www.lfp.fr/club/olympique-de-marseille,16,37,11,17,18,17,17,16,15,15,15,15,15,15,15,15,15,15,7,8,10,10,12,9,7,10,9,9,12,12,11,11,11,11,11,11,11,11,11,11,11
29,Marseille,Mar 6 2016,http://www.lfp.fr/club/olympique-de-marseille,17,38,11,17,18,17,17,16,15,15,15,15,15,15,15,15,15,15,8,8,10,11,12,8,7,11,10,10,12,12,11,11,11,11,11,11,11,11,11,11,11
30,Marseille,Mar 13 2016,http://www.lfp.fr/club/olympique-de-marseille,18,39,10,17,18,17,17,16,15,15,15,15,15,15,15,15,15,15,8,8,10,10,12,9,7,10,9,9,12,12,11,11,10,10,10,10,10,10,10,10,10
31,Marseille,Mar 20 2016,http://www.lfp.fr/club/olympique-de-marseille,18,39,12,17,18,17,17,16,15,15,15,15,15,15,15,15,15,15,8,8,10,11,12,8,7,11,10,10,12,12,11,11,11,12,12,12,12,12,12,12,12
32,Marseille,Apr 3 2016,http://www.lfp.fr/club/olympique-de-marseille,21,39,13,17,18,17,17,16,15,15,15,15,15,15,15,15,15,15,8,8,10,10,12,9,7,10,9,9,12,12,11,11,10,11,13,13,13,13,13,13,13
33,Marseille,Apr 10 2016,http://www.lfp.fr/club/olympique-de-marseille,29,40,14,17,18,17,17,16,15,15,15,15,15,15,15,15,15,15,8,8,10,11,12,9,7,11,10,10,12,12,11,11,11,12,13,14,14,14,14,14,14
34,Marseille,Apr 17 2016,http://www.lfp.fr/club/olympique-de-marseille,30,40,15,17,18,17,17,16,15,15,15,15,15,15,15,15,15,15,8,8,10,10,12,9,7,11,9,10,12,12,11,11,10,11,13,14,15,15,15,15,15
35,Marseille,Apr 24 2016,http://www.lfp.fr/club/olympique-de-marseille,28,41,16,17,18,17,17,16,15,15,15,15,15,15,15,15,15,15,8,8,10,11,12,9,7,11,9,10,12,12,11,11,11,12,13,15,15,16,16,16,16
36,Marseille,May 1 2016,http://www.lfp.fr/club/olympique-de-marseille,34,44,13,17,18,17,17,16,15,15,15,15,15,15,15,15,15,15,8,8,10,10,12,9,7,11,9,10,12,12,11,11,10,12,13,14,16,16,13,13,13
37,Marseille,May 8 2016,http://www.lfp.fr/club/olympique-de-marseille,35,47,13,17,18,17,17,16,15,15,15,15,15,15,15,15,15,15,8,8,10,11,12,9,7,11,9,10,12,12,11,11,11,12,13,15,15,17,15,13,13
38,Marseille,May 15 2016,http://www.lfp.fr/club/olympique-de-marseille,37,48,13,17,18,17,17,16,15,15,15,15,15,15,15,15,15,15,8,8,10,10,12,9,7,11,9,10,12,12,11,11,10,12,13,15,16,16,13,13,13
1,Lyon,Aug 9 2015,http://www.lfp.fr/club/olympique-lyonnais,38,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
2,Lyon,Aug 16 2015,http://www.lfp.fr/club/olympique-lyonnais,40,4,7,11,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
3,Lyon,Aug 23 2015,http://www.lfp.fr/club/olympique-lyonnais,41,4,12,11,9,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
4,Lyon,Aug 30 2015,http://www.lfp.fr/club/olympique-lyonnais,43,7,5,11,9,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,Lyon,Sep 13 2015,http://www.lfp.fr/club/olympique-lyonnais,44,8,6,11,9,10,9,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,Lyon,Sep 20 2015,http://www.lfp.fr/club/olympique-lyonnais,46,9,7,11,9,10,9,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,Lyon,Sep 24 2015,http://www.lfp.fr/club/olympique-lyonnais,47,12,4,11,9,10,9,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8,Lyon,Sep 27 2015,http://www.lfp.fr/club/olympique-lyonnais,48,12,8,11,9,10,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
9,Lyon,Oct 4 2015,http://www.lfp.fr/club/olympique-lyonnais,49,15,6,11,9,10,9,8,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
10,Lyon,Oct 18 2015,http://www.lfp.fr/club/olympique-lyonnais,50,16,6,11,9,10,9,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
11,Lyon,Oct 25 2015,http://www.lfp.fr/club/olympique-lyonnais,53,19,4,11,9,10,9,8,8,8,8,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
12,Lyon,Nov 1 2015,http://www.lfp.fr/club/olympique-lyonnais,54,22,2,11,9,10,9,8,8,8,8,8,8,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
13,Lyon,Nov 8 2015,http://www.lfp.fr/club/olympique-lyonnais,55,25,2,11,9,10,9,8,8,8,8,8,8,7,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
14,Lyon,Nov 22 2015,http://www.lfp.fr/club/olympique-lyonnais,56,25,2,11,9,10,9,8,8,8,8,8,8,7,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
15,Lyon,Nov 29 2015,http://www.lfp.fr/club/olympique-lyonnais,57,25,4,11,9,10,9,8,8,8,8,8,8,7,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
16,Lyon,Dec 3 2015,http://www.lfp.fr/club/olympique-lyonnais,59,26,4,11,9,10,9,8,8,8,8,8,8,7,2,2,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17,Lyon,Dec 6 2015,http://www.lfp.fr/club/olympique-lyonnais,60,26,5,11,9,10,9,8,8,8,8,8,8,7,2,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
18,Lyon,Dec 13 2015,http://www.lfp.fr/club/olympique-lyonnais,62,26,6,11,9,10,9,8,8,8,8,8,8,7,2,2,3,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
19,Lyon,Dec 20 2015,http://www.lfp.fr/club/olympique-lyonnais,63,26,9,11,9,10,9,8,8,8,8,8,8,7,2,2,3,4,4,5,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
20,Lyon,Jan 10 2016,http://www.lfp.fr/club/olympique-lyonnais,59,29,6,11,9,10,9,8,8,8,8,8,8,7,1,2,3,4,4,5,6,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
21,Lyon,Jan 17 2016,http://www.lfp.fr/club/olympique-lyonnais,0,29,9,11,9,10,9,8,8,8,8,8,8,7,1,1,3,3,4,5,6,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
22,Lyon,Jan 24 2016,http://www.lfp.fr/club/olympique-lyonnais,11,30,9,11,9,10,9,8,8,8,8,8,8,7,1,1,3,3,3,5,6,7,6,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
23,Lyon,Jan 31 2016,http://www.lfp.fr/club/olympique-lyonnais,14,30,11,11,9,10,9,8,8,8,8,8,8,7,1,1,3,3,3,4,6,7,6,7,8,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
24,Lyon,Feb 4 2016,http://www.lfp.fr/club/olympique-lyonnais,21,33,10,11,9,10,9,8,8,8,8,8,8,7,1,1,3,3,3,4,6,7,6,7,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
25,Lyon,Feb 7 2016,http://www.lfp.fr/club/olympique-lyonnais,20,36,6,11,9,10,9,8,8,8,8,8,8,7,1,1,3,3,3,4,5,7,6,7,7,9,9,6,6,6,6,6,6,6,6,6,6,6,6,6,6
26,Lyon,Feb 14 2016,http://www.lfp.fr/club/olympique-lyonnais,20,39,5,11,9,10,9,8,8,8,8,8,8,7,1,1,3,2,3,4,5,7,6,7,7,8,8,7,5,5,5,5,5,5,5,5,5,5,5,5,5
27,Lyon,Feb 21 2016,http://www.lfp.fr/club/olympique-lyonnais,22,39,6,11,9,10,9,8,8,8,8,8,8,7,1,1,3,2,3,4,5,7,6,7,7,8,8,7,6,6,6,6,6,6,6,6,6,6,6,6,6
28,Lyon,Feb 28 2016,http://www.lfp.fr/club/olympique-lyonnais,24,42,3,11,9,10,9,8,8,8,8,8,8,7,1,1,3,2,2,4,5,7,6,7,7,7,8,7,6,7,3,3,3,3,3,3,3,3,3,3,3
29,Lyon,Mar 6 2016,http://www.lfp.fr/club/olympique-lyonnais,25,45,3,11,9,10,9,8,8,8,8,8,8,7,1,1,3,2,2,3,5,7,6,7,7,7,7,7,7,7,5,3,3,3,3,3,3,3,3,3,3
30,Lyon,Mar 13 2016,http://www.lfp.fr/club/olympique-lyonnais,27,46,4,11,9,10,9,8,8,8,8,8,8,7,1,1,3,2,2,3,5,7,6,7,7,7,7,7,7,7,5,5,4,4,4,4,4,4,4,4,4
31,Lyon,Mar 20 2016,http://www.lfp.fr/club/olympique-lyonnais,30,49,4,11,9,10,9,8,8,8,8,8,8,7,1,1,3,2,2,3,4,7,6,7,7,7,7,7,7,7,6,5,5,4,4,4,4,4,4,4,4
32,Lyon,Apr 3 2016,http://www.lfp.fr/club/olympique-lyonnais,34,52,3,11,9,10,9,8,8,8,8,8,8,7,1,1,3,2,2,3,4,7,6,7,7,7,7,7,7,7,6,6,6,5,3,3,3,3,3,3,3
33,Lyon,Apr 10 2016,http://www.lfp.fr/club/olympique-lyonnais,31,55,2,11,9,10,9,8,8,8,8,8,8,7,1,1,3,2,2,3,4,7,6,7,7,7,7,7,7,7,6,6,6,6,5,2,2,2,2,2,2
34,Lyon,Apr 17 2016,http://www.lfp.fr/club/olympique-lyonnais,32,56,3,11,9,10,9,8,8,8,8,8,8,7,1,1,3,2,2,3,4,7,6,7,7,7,7,7,7,7,6,6,6,6,5,4,3,3,3,3,3
35,Lyon,Apr 24 2016,http://www.lfp.fr/club/olympique-lyonnais,37,59,2,11,9,10,9,8,8,8,8,8,8,7,1,1,3,2,2,3,4,7,6,7,7,7,7,7,7,7,6,6,6,6,6,4,4,2,2,2,2
36,Lyon,May 1 2016,http://www.lfp.fr/club/olympique-lyonnais,38,62,2,11,9,10,9,8,8,8,8,8,8,7,1,1,3,2,2,3,4,7,6,7,7,7,7,7,7,7,7,6,6,6,6,5,5,4,2,2,2
37,Lyon,May 8 2016,http://www.lfp.fr/club/olympique-lyonnais,35,65,2,11,9,10,9,8,8,8,8,8,8,7,1,1,3,2,2,2,4,7,6,7,7,7,7,7,7,7,7,6,6,6,6,5,5,4,4,2,2
38,Lyon,May 15 2016,http://www.lfp.fr/club/olympique-lyonnais,36,65,2,11,9,10,9,8,8,8,8,8,8,7,1,1,3,1,2,2,4,7,6,7,7,7,7,7,7,7,7,6,6,6,6,5,6,5,4,3,2
1,Paris,Aug 9 2015,http://www.lfp.fr/club/paris-saint-germain,36,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2,Paris,Aug 16 2015,http://www.lfp.fr/club/paris-saint-germain,37,6,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,Paris,Aug 23 2015,http://www.lfp.fr/club/paris-saint-germain,40,9,1,9,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,Paris,Aug 30 2015,http://www.lfp.fr/club/paris-saint-germain,38,12,1,9,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,Paris,Sep 13 2015,http://www.lfp.fr/club/paris-saint-germain,41,13,1,9,4,3,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,Paris,Sep 20 2015,http://www.lfp.fr/club/paris-saint-germain,42,14,1,9,4,3,11,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,Paris,Sep 24 2015,http://www.lfp.fr/club/paris-saint-germain,44,17,1,9,4,3,11,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8,Paris,Sep 27 2015,http://www.lfp.fr/club/paris-saint-germain,41,20,1,9,4,3,11,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,Paris,Oct 4 2015,http://www.lfp.fr/club/paris-saint-germain,43,23,1,9,4,3,11,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10,Paris,Oct 18 2015,http://www.lfp.fr/club/paris-saint-germain,47,26,1,9,4,3,11,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11,Paris,Oct 25 2015,http://www.lfp.fr/club/paris-saint-germain,44,29,1,9,4,3,11,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12,Paris,Nov 1 2015,http://www.lfp.fr/club/paris-saint-germain,44,32,1,9,4,3,11,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13,Paris,Nov 8 2015,http://www.lfp.fr/club/paris-saint-germain,46,35,1,9,4,3,11,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14,Paris,Nov 22 2015,http://www.lfp.fr/club/paris-saint-germain,47,38,1,9,4,3,11,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15,Paris,Nov 29 2015,http://www.lfp.fr/club/paris-saint-germain,45,41,1,9,4,3,11,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16,Paris,Dec 3 2015,http://www.lfp.fr/club/paris-saint-germain,47,42,1,9,4,3,11,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17,Paris,Dec 6 2015,http://www.lfp.fr/club/paris-saint-germain,45,45,1,9,4,3,11,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18,Paris,Dec 13 2015,http://www.lfp.fr/club/paris-saint-germain,43,48,1,9,4,3,11,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19,Paris,Dec 20 2015,http://www.lfp.fr/club/paris-saint-germain,51,51,1,9,4,3,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,Paris,Jan 10 2016,http://www.lfp.fr/club/paris-saint-germain,0,54,1,9,4,3,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21,Paris,Jan 17 2016,http://www.lfp.fr/club/paris-saint-germain,2,57,1,9,4,3,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22,Paris,Jan 24 2016,http://www.lfp.fr/club/paris-saint-germain,8,60,1,9,4,3,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23,Paris,Jan 31 2016,http://www.lfp.fr/club/paris-saint-germain,10,63,1,9,4,3,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24,Paris,Feb 4 2016,http://www.lfp.fr/club/paris-saint-germain,14,66,1,9,4,3,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25,Paris,Feb 7 2016,http://www.lfp.fr/club/paris-saint-germain,21,69,1,9,4,3,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26,Paris,Feb 14 2016,http://www.lfp.fr/club/paris-saint-germain,19,70,1,9,4,3,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
27,Paris,Feb 21 2016,http://www.lfp.fr/club/paris-saint-germain,23,73,1,9,4,3,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
28,Paris,Feb 28 2016,http://www.lfp.fr/club/paris-saint-germain,25,73,1,9,4,3,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
29,Paris,Mar 6 2016,http://www.lfp.fr/club/paris-saint-germain,27,74,1,9,4,3,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
30,Paris,Mar 13 2016,http://www.lfp.fr/club/paris-saint-germain,28,77,1,9,4,3,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
31,Paris,Mar 20 2016,http://www.lfp.fr/club/paris-saint-germain,30,77,1,9,4,3,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
32,Paris,Apr 3 2016,http://www.lfp.fr/club/paris-saint-germain,31,80,1,9,4,3,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
33,Paris,Apr 10 2016,http://www.lfp.fr/club/paris-saint-germain,34,83,1,9,4,3,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
34,Paris,Apr 17 2016,http://www.lfp.fr/club/paris-saint-germain,36,86,1,9,4,3,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1
35,Paris,Apr 24 2016,http://www.lfp.fr/club/paris-saint-germain,38,87,1,9,4,3,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1
36,Paris,May 1 2016,http://www.lfp.fr/club/paris-saint-germain,40,90,1,9,4,3,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
37,Paris,May 8 2016,http://www.lfp.fr/club/paris-saint-germain,42,93,1,9,4,3,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
38,Paris,May 15 2016,http://www.lfp.fr/club/paris-saint-germain,44,96,1,9,4,3,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
1,Bastia,Aug 9 2015,http://www.lfp.fr/club/sc-bastia,45,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2,Bastia,Aug 16 2015,http://www.lfp.fr/club/sc-bastia,46,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,Bastia,Aug 23 2015,http://www.lfp.fr/club/sc-bastia,47,7,2,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4,Bastia,Aug 30 2015,http://www.lfp.fr/club/sc-bastia,49,7,6,5,5,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
5,Bastia,Sep 13 2015,http://www.lfp.fr/club/sc-bastia,50,7,9,5,5,4,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
6,Bastia,Sep 20 2015,http://www.lfp.fr/club/sc-bastia,52,7,15,5,5,4,5,6,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
7,Bastia,Sep 24 2015,http://www.lfp.fr/club/sc-bastia,53,7,16,5,5,4,5,6,7,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
8,Bastia,Sep 27 2015,http://www.lfp.fr/club/sc-bastia,54,10,11,5,5,4,5,6,7,17,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
